lat,lng,elevation,slope,avg_rainfall,rainfall_7d,label
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9866191,80.4454418,163.0,126.0,11.436065573770488,38.3,1.0
6.9866191,80.4454418,163.0,126.0,11.436065573770488,38.3,1.0
7.012135827521417,80.49984406923258,661.0,14.0,8.921584699453556,34.2,1.0
7.023014819922504,80.49168738398761,692.0,29.0,8.921584699453556,34.2,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.018675016881468,80.49134601167943,612.0,29.0,8.71830601092896,33.199999999999996,1.0
7.005706162934728,80.48356289789739,761.0,52.0,8.921584699453556,34.2,1.0
7.02789743178572,80.50660359260151,594.0,36.0,8.71830601092896,33.199999999999996,1.0
7.025217136379114,80.50257152151288,619.0,16.0,8.71830601092896,33.199999999999996,1.0
7.024570739136243,80.49522205351067,643.0,24.0,8.71830601092896,33.199999999999996,1.0
7.023060181571019,80.48830112727688,699.0,66.0,8.921584699453556,34.2,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.008336351985786,80.48520444484303,684.0,32.0,8.921584699453556,34.2,1.0
7.014655235503081,80.47730106785757,728.0,13.0,8.921584699453556,34.2,1.0
7.034714440299847,80.49510245699179,778.0,59.0,8.71830601092896,33.199999999999996,1.0
7.032665821807863,80.490364595156,910.0,21.0,8.921584699453556,34.2,1.0
7.024592312317142,80.48289899845938,629.0,3.0,8.71830601092896,33.199999999999996,1.0
7.019219801467356,80.49451031671119,613.0,14.0,8.71830601092896,33.199999999999996,1.0
7.020074070741686,80.49569451071496,631.0,19.0,8.71830601092896,33.199999999999996,1.0
7.025442918416023,80.50793049488358,572.0,5.0,8.71830601092896,33.199999999999996,1.0
7.015212118769874,80.50340133778684,595.0,16.0,8.921584699453556,34.2,1.0
7.018700688075112,80.49299953349941,606.0,12.0,8.71830601092896,33.199999999999996,1.0
7.017200700433913,80.4937893090801,596.0,7.0,8.71830601092896,33.199999999999996,1.0
7.015801978503914,80.50466874853873,599.0,30.0,8.921584699453556,34.2,1.0
7.01879481095107,80.49296600789383,606.0,12.0,8.71830601092896,33.199999999999996,1.0
7.020718389702834,80.4952688454275,631.0,48.0,8.71830601092896,33.199999999999996,1.0
6.949261,80.4953134,502.0,38.0,9.840437158469944,28.4,1.0
7.016276761390628,80.50263992392789,599.0,13.0,8.71830601092896,33.199999999999996,1.0
7.010540388855112,80.50237590714737,690.0,78.0,8.921584699453556,34.2,1.0
6.9998737,80.4826168,656.0,87.0,8.921584699453556,34.2,1.0
6.9905174,80.4893267,596.0,33.0,8.921584699453556,34.2,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
7.007562004280139,80.4962509829412,600.0,8.0,8.921584699453556,34.2,1.0
7.019750251971002,80.48905303721185,627.0,21.0,8.71830601092896,33.199999999999996,1.0
7.022854730068197,80.50531334531038,590.0,12.0,8.71830601092896,33.199999999999996,1.0
7.014606727354597,80.49264070238216,595.0,5.0,8.71830601092896,33.199999999999996,1.0
7.013962286115167,80.48978479327778,628.0,31.0,8.71830601092896,33.199999999999996,1.0
7.031745900605083,80.49692468511513,663.0,31.0,8.71830601092896,33.199999999999996,1.0
7.009731448978847,80.48564902102645,670.0,20.0,8.921584699453556,34.2,1.0
7.026191671625248,80.50655968028866,598.0,25.0,8.71830601092896,33.199999999999996,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.029737239265145,80.49777024091627,615.0,17.0,8.71830601092896,33.199999999999996,1.0
7.028580627443513,80.48976860757365,905.0,76.0,8.921584699453556,34.2,1.0
7.020513034309877,80.49266102400838,632.0,21.0,8.71830601092896,33.199999999999996,1.0
7.021241258118858,80.48679421240399,644.0,23.0,8.71830601092896,33.199999999999996,1.0
7.017256682879567,80.49755921579008,642.0,16.0,8.71830601092896,33.199999999999996,1.0
7.022458422023939,80.49557624798472,660.0,31.0,8.71830601092896,33.199999999999996,1.0
7.011824257427987,80.47684808823092,704.0,15.0,8.921584699453556,34.2,1.0
7.012276444944166,80.4956460965413,603.0,1.0,8.921584699453556,34.2,1.0
7.030439184041679,80.50426141176845,575.0,10.0,8.71830601092896,33.199999999999996,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.007497754169076,80.4933725661694,615.0,19.0,8.921584699453556,34.2,1.0
7.032852329542935,80.49611887613587,708.0,44.0,8.71830601092896,33.199999999999996,1.0
7.026490285298844,80.48810317712089,835.0,86.0,8.921584699453556,34.2,1.0
7.0182912561331,80.50348261815459,616.0,29.0,8.71830601092896,33.199999999999996,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.014228706541981,80.48540112119252,639.0,25.0,8.71830601092896,33.199999999999996,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
6.9703898,80.4836719,257.0,34.0,9.840437158469944,28.4,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.0175342882538,80.49630673179138,600.0,20.0,8.71830601092896,33.199999999999996,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.005950587385173,80.491376038101,604.0,1.0,8.921584699453556,34.2,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
7.014021758396361,80.491550821674,601.0,9.0,8.71830601092896,33.199999999999996,1.0
6.9703898,80.4836719,257.0,34.0,9.840437158469944,28.4,1.0
6.949261,80.4953134,502.0,38.0,9.840437158469944,28.4,1.0
7.019038768259811,80.49343036727079,602.0,28.0,8.71830601092896,33.199999999999996,1.0
7.030282803365342,80.49079964286214,909.0,131.0,8.921584699453556,34.2,1.0
7.019366241321495,80.48985012748822,632.0,39.0,8.71830601092896,33.199999999999996,1.0
7.034599931636743,80.48669041099951,857.0,33.0,8.921584699453556,34.2,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
7.03243407135038,80.48239643324685,791.0,72.0,8.71830601092896,33.199999999999996,1.0
7.005401847970905,80.48344130187525,761.0,50.0,8.921584699453556,34.2,1.0
7.024746381806174,80.4898576395916,852.0,134.0,8.921584699453556,34.2,1.0
7.019100946184135,80.49317350244564,606.0,30.0,8.71830601092896,33.199999999999996,1.0
7.024432991364914,80.50891678497625,581.0,14.0,8.71830601092896,33.199999999999996,1.0
7.026270012877212,80.49520473480872,655.0,34.0,8.71830601092896,33.199999999999996,1.0
6.9703898,80.4836719,257.0,34.0,9.840437158469944,28.4,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.010924962117256,80.50864484979614,670.0,26.0,8.921584699453556,34.2,1.0
7.005578786130038,80.50428788880507,771.0,41.0,8.921584699453556,34.2,1.0
7.016808908346119,80.50837187782274,617.0,3.0,8.71830601092896,33.199999999999996,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
6.909833,80.485003,591.0,31.0,11.45273224043715,27.2,1.0
7.021383329730625,80.48832087141793,648.0,82.0,8.71830601092896,33.199999999999996,1.0
7.014551483000552,80.49850190557775,613.0,15.0,8.921584699453556,34.2,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.015902356280095,80.50818603827167,628.0,21.0,8.921584699453556,34.2,1.0
7.013358342193751,80.4915003908161,601.0,7.0,8.921584699453556,34.2,1.0
7.020797346704296,80.49540760527739,631.0,48.0,8.71830601092896,33.199999999999996,1.0
6.9890908,80.4941848,666.0,39.0,8.921584699453556,34.2,1.0
7.022096009874294,80.4834559574224,616.0,5.0,8.71830601092896,33.199999999999996,1.0
7.033915150283609,80.500698190871,639.0,66.0,8.71830601092896,33.199999999999996,1.0
7.031362934505203,80.4919854935393,824.0,114.0,8.921584699453556,34.2,1.0
7.020295339696401,80.48277739161902,632.0,11.0,8.71830601092896,33.199999999999996,1.0
7.01941888645722,80.49469875108024,613.0,14.0,8.71830601092896,33.199999999999996,1.0
7.029938941924584,80.49341270441548,704.0,35.0,8.71830601092896,33.199999999999996,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.02599648051716,80.4765508998568,749.0,33.0,8.921584699453556,34.2,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.018188549647219,80.49057516915758,608.0,41.0,8.71830601092896,33.199999999999996,1.0
7.017636101499742,80.48369734738192,622.0,21.0,8.71830601092896,33.199999999999996,1.0
7.020970854839571,80.47723954558121,739.0,27.0,8.921584699453556,34.2,1.0
7.030792984942711,80.49905861244522,609.0,55.0,8.71830601092896,33.199999999999996,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.010952748229983,80.50285252014585,648.0,33.0,8.921584699453556,34.2,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.028312986061674,80.50151118117239,583.0,7.0,8.71830601092896,33.199999999999996,1.0
6.9154445,80.5053843,860.0,53.0,10.850819672131147,41.8,1.0
7.0230897255880205,80.48807892442852,699.0,32.0,8.921584699453556,34.2,1.0
7.01508406150804,80.48929711701207,596.0,5.0,8.71830601092896,33.199999999999996,1.0
7.0117669515934375,80.50586100011941,627.0,18.0,8.921584699453556,34.2,1.0
7.0323124918409565,80.49874369659501,652.0,25.0,8.71830601092896,33.199999999999996,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.013023672963531,80.50762486338438,636.0,23.0,8.921584699453556,34.2,1.0
7.011377201429021,80.50778874306317,659.0,31.0,8.921584699453556,34.2,1.0
7.017687042971248,80.48381856271983,622.0,21.0,8.71830601092896,33.199999999999996,1.0
7.012998254978342,80.48610010395097,646.0,25.0,8.71830601092896,33.199999999999996,1.0
7.029784970808199,80.48359352771806,838.0,28.0,8.921584699453556,34.2,1.0
7.007331348778193,80.49507489227204,603.0,10.0,8.921584699453556,34.2,1.0
7.028106476428824,80.50172525027673,593.0,23.0,8.71830601092896,33.199999999999996,1.0
6.949261,80.4953134,502.0,38.0,9.840437158469944,28.4,1.0
6.909833,80.485003,591.0,31.0,11.45273224043715,27.2,1.0
7.015582400663114,80.47896206785528,729.0,29.0,8.921584699453556,34.2,1.0
7.019950248343527,80.47690526805677,741.0,15.0,8.921584699453556,34.2,1.0
7.013220231492225,80.4907208834502,626.0,45.0,8.921584699453556,34.2,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.019753346882989,80.48626612547315,609.0,19.0,8.71830601092896,33.199999999999996,1.0
7.017172318263335,80.49309189487884,597.0,4.0,8.71830601092896,33.199999999999996,1.0
7.008551044877153,80.49153099677613,600.0,31.0,8.921584699453556,34.2,1.0
7.018282756266624,80.49331230856747,600.0,17.0,8.71830601092896,33.199999999999996,1.0
7.027146784335391,80.49436964238001,665.0,17.0,8.71830601092896,33.199999999999996,1.0
7.0264799072800335,80.49920368394278,593.0,17.0,8.71830601092896,33.199999999999996,1.0
7.023926964454262,80.49404598151489,670.0,29.0,8.71830601092896,33.199999999999996,1.0
7.011895350356654,80.48491714683728,690.0,54.0,8.921584699453556,34.2,1.0
7.01864818841908,80.49353444963799,602.0,10.0,8.71830601092896,33.199999999999996,1.0
7.018192435175128,80.49298890534847,600.0,17.0,8.71830601092896,33.199999999999996,1.0
7.031255826558851,80.48483175739659,866.0,38.0,8.921584699453556,34.2,1.0
7.0188932609452594,80.49956425968557,605.0,11.0,8.71830601092896,33.199999999999996,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.016928467871962,80.49425668340696,602.0,5.0,8.71830601092896,33.199999999999996,1.0
7.019192535891625,80.48355032816363,615.0,16.0,8.71830601092896,33.199999999999996,1.0
7.020707131828888,80.50688006328811,591.0,17.0,8.71830601092896,33.199999999999996,1.0
7.022306998231366,80.49484743757608,658.0,11.0,8.71830601092896,33.199999999999996,1.0
7.016090270512679,80.50398251113764,607.0,7.0,8.71830601092896,33.199999999999996,1.0
7.019678402708324,80.49433993670075,613.0,14.0,8.71830601092896,33.199999999999996,1.0
7.0197062221986375,80.49262430766493,614.0,20.0,8.71830601092896,33.199999999999996,1.0
7.022283437014716,80.48401523564964,616.0,20.0,8.71830601092896,33.199999999999996,1.0
7.012349486571052,80.48572873255793,670.0,45.0,8.71830601092896,33.199999999999996,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.026803078867364,80.48466286736748,777.0,94.0,8.921584699453556,34.2,1.0
7.023193158985468,80.48058634873743,682.0,36.0,8.71830601092896,33.199999999999996,1.0
7.025687893400877,80.5093526644251,588.0,17.0,8.71830601092896,33.199999999999996,1.0
7.026126672607628,80.4871677438064,788.0,110.0,8.921584699453556,34.2,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.013222247560671,80.49159081967363,601.0,8.0,8.921584699453556,34.2,1.0
7.023923834155712,80.47951954138298,680.0,20.0,8.71830601092896,33.199999999999996,1.0
7.022740663464861,80.49003862520065,775.0,66.0,8.921584699453556,34.2,1.0
7.015586782696929,80.50027806771179,603.0,6.0,8.71830601092896,33.199999999999996,1.0
7.019953325437121,80.49393364241858,612.0,29.0,8.71830601092896,33.199999999999996,1.0
6.9764711,80.4506492,218.0,24.0,11.436065573770488,38.3,1.0
7.018927522793445,80.49348120334041,602.0,10.0,8.71830601092896,33.199999999999996,1.0
6.909833,80.485003,591.0,31.0,11.45273224043715,27.2,1.0
6.9154445,80.5053843,860.0,53.0,10.850819672131147,41.8,1.0
6.9003514,80.4978097,763.0,19.0,13.221038251366117,39.300000000000004,1.0
7.003306948919253,80.50075242070102,655.0,42.0,8.921584699453556,34.2,1.0
7.025107288905172,80.4792138171202,686.0,23.0,8.921584699453556,34.2,1.0
7.026902014466383,80.48332722137086,736.0,117.0,8.921584699453556,34.2,1.0
7.0262258927907295,80.49334959543364,673.0,17.0,8.71830601092896,33.199999999999996,1.0
7.015749096130906,80.49281312079552,595.0,4.0,8.71830601092896,33.199999999999996,1.0
7.016416782292136,80.49443386611122,597.0,10.0,8.71830601092896,33.199999999999996,1.0
7.01965055083247,80.49749874035429,637.0,18.0,8.71830601092896,33.199999999999996,1.0
7.026083983913644,80.49984466063225,593.0,10.0,8.71830601092896,33.199999999999996,1.0
6.9703898,80.4836719,257.0,34.0,9.840437158469944,28.4,1.0
7.012128973746364,80.50408164017678,620.0,23.0,8.921584699453556,34.2,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
6.9447494,80.5393499,1008.0,9.0,10.850819672131147,41.8,1.0
7.030002713196301,80.48881778520123,921.0,27.0,8.921584699453556,34.2,1.0
7.0166254274523725,80.49757920164373,637.0,7.0,8.71830601092896,33.199999999999996,1.0
7.001779392532086,80.4909835324038,607.0,7.0,8.921584699453556,34.2,1.0
7.014996461374919,80.48020898496833,681.0,8.0,8.71830601092896,33.199999999999996,1.0
7.012323735075419,80.50063137707332,682.0,32.0,8.921584699453556,34.2,1.0
7.029713612065405,80.49106676183908,804.0,124.0,8.921584699453556,34.2,1.0
7.026215283225466,80.49124468958671,767.0,55.0,8.921584699453556,34.2,1.0
7.018814415202711,80.49752244251088,626.0,17.0,8.71830601092896,33.199999999999996,1.0
6.949261,80.4953134,502.0,38.0,9.840437158469944,28.4,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
7.012451436334915,80.49313711651413,599.0,1.0,8.921584699453556,34.2,1.0
7.014573205681321,80.50608636264649,610.0,26.0,8.921584699453556,34.2,1.0
6.9866191,80.4454418,163.0,126.0,11.436065573770488,38.3,1.0
6.9866191,80.4454418,163.0,126.0,11.436065573770488,38.3,1.0
6.9767266,80.478909,246.0,28.0,9.840437158469944,28.4,1.0
6.9866191,80.4454418,163.0,126.0,11.436065573770488,38.3,1.0
7.018808079947878,80.4932804643696,606.0,12.0,8.71830601092896,33.199999999999996,1.0
