lat,lng,label
6.938174011031263,80.51469668281551,0
7.073276017503316,80.58742126097141,0
7.021990207150436,80.42260522523489,0
6.886934835748805,80.56557154536871,0
6.886929180037705,80.53908283520835,0
6.863970914231044,80.53059879800648,0
7.053453409389684,80.53165915400618,0
6.991301560489726,80.46515004609984,0
7.016381097360747,80.45237163669682,0
6.855178076622464,80.55238348387265,0
7.077777011824847,80.5525293491468,0
7.045543537156997,80.56357414585847,0
6.9001409263695965,80.57252654038918,0
6.892985933838307,80.49459523301257,0
6.893356306870341,80.49268987182184,0
6.921690481764973,80.5502377013926,0
6.973396910113091,80.52147507088564,0
6.951634379980464,80.53155886343198,0
6.918639154004278,80.54975244452429,0
6.993819392018912,80.56802104482169,0
6.883060085795782,80.46098179867428,0
6.918853823484384,80.4682703767388,0
6.936256359285258,80.41366565938885,0
6.95729123050518,80.5075750034083,0
7.0344603901416365,80.4024112980216,0
6.897171145125305,80.48572502705983,0
6.970929700670864,80.50066499009134,0
6.989261470329815,80.45100446977182,0
6.861243147834929,80.51000915497374,0
6.992809237031687,80.4013560455152,0
6.890336098654243,80.40268391631881,0
6.8656047746325815,80.55495071177646,0
7.072847205543735,80.46528568291384,0
7.076773943734481,80.42007986259335,0
7.039905368426195,80.49670899829503,0
6.9217775976719835,80.5447497868936,0
6.8732536730685885,80.43729124538196,0
7.01079117111731,80.51622530867417,0
6.953558878470115,80.41199136477675,0
6.878967069965339,80.40546330435653,0
6.966461068844548,80.49847576703358,0
6.858414861193787,80.50027532922469,0
7.063569925749177,80.5190446210827,0
6.91103043683236,80.53623679094864,0
7.0057004105610705,80.58466742260963,0
6.923441782610502,80.49555661956842,0
6.972297566072295,80.45806567605074,0
6.978544674347534,80.54963484417384,0
6.8936962918502385,80.44795836726095,0
7.077700752822629,80.48056191414334,0
7.032105463231208,80.41065512783895,0
7.070646225460074,80.40035751448929,0
7.060171577818572,80.58210712505822,0
6.990547695756838,80.5575451168063,0
7.066513563378745,80.53039683595264,0
6.871101226776384,80.47474108844078,0
6.896305693889794,80.42904497234574,0
6.860956348314248,80.42577620971397,0
6.9266352415901125,80.44396592492159,0
6.941488911607924,80.5019412990225,0
6.913977642615949,80.53400773763852,0
7.044674753496154,80.52345941894433,0
6.934003342923339,80.44972325008239,0
6.916225256839321,80.58059791232937,0
6.97760342086781,80.53852598911233,0
6.8833954793176675,80.5029355410498,0
7.038451498937403,80.51405940763289,0
6.867832123299197,80.47680565086526,0
7.081757818707906,80.44347884548529,0
7.031428268890798,80.46446778576917,0
6.896946488555253,80.54239429937253,0
6.851646232568825,80.39823281403257,0
7.041561762357397,80.41794922518268,0
7.016096147864032,80.40436208490942,0
7.021289864896354,80.40333944467295,0
7.0311997851219985,80.56132253647047,0
6.867713477707992,80.53188675856245,0
6.934404868939096,80.48738794626804,0
6.8775205144237095,80.41441263620693,0
7.052732914385415,80.49077010027375,0
6.996503083609626,80.4872518114757,0
6.9279407610999,80.4290270455107,0
6.865254637314433,80.4795691489856,0
6.923270903421111,80.472715095888,0
6.926600770807316,80.51486012239812,0
7.021430321540854,80.51859160316181,0
6.999846631616891,80.40422661445727,0
7.058386095543562,80.46808222033825,0
6.96107691539547,80.5168011071223,0
6.878394000549547,80.49300399594237,0
7.017593883158095,80.56152211777413,0
7.0287411800019415,80.52316783058933,0
6.981960342600223,80.42703610517995,0
7.031128698227462,80.40912565172779,0
6.966137176759829,80.52001210164036,0
6.972922413458762,80.40058255785564,0
6.950601724773659,80.50902842999113,0
6.8563117069697075,80.57776005967726,0
6.875649909691301,80.50703090443098,0
6.857720952714646,80.47071109286784,0
6.999577667606975,80.52018059619054,0
6.924061963066992,80.48430074731472,0
6.969601658502375,80.50124131494435,0
7.063158662596903,80.57799945228672,0
6.908805737391238,80.47031022890094,0
6.946578474243864,80.58182443596903,0
7.027513926563771,80.57099662281549,0
6.904000265052094,80.43340728694383,0
6.868401740505368,80.40889151806623,0
6.918292664138274,80.41498347076889,0
6.888154758540178,80.39897515959062,0
7.0683480075453575,80.41375505507855,0
7.039840424511805,80.5278823457203,0
6.9988726636364476,80.40924585556449,0
7.05469251217955,80.45729375841657,0
7.038797381230016,80.559269966287,0
6.894098568559813,80.39995441684185,0
7.059639691967419,80.5533738359687,0
7.039680924688101,80.41835491721095,0
7.06046795019459,80.53054477993516,0
6.924917231759202,80.51739891242768,0
6.876156505714122,80.56559073094621,0
6.903797907097485,80.53797802946903,0
6.950500140552498,80.55124326059716,0
7.042160471953432,80.45013058810162,0
7.052176527435386,80.42984876479919,0
6.851981543807714,80.54099208032265,0
6.970112032926526,80.55189359130532,0
6.948226426799582,80.58750877012558,0
6.9024315026763325,80.47545170975631,0
6.878457573415712,80.46757912018171,0
6.929515805585393,80.54599456203286,0
7.0714459850584825,80.46152636696374,0
6.926136406611241,80.57592318456886,0
